TAG,DESCRIÇÃO,ENTRADA,SAÍDA,SEVERIDADE,ALARME,Invertido,,,
I724ZH3302,ALIMENTADOR CARVÃO 3 - SOBRECARGA MEC,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724ZH3303,RASPADOR ALIMENTADOR 3 - SOBRECARGA MEC,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724ZH3331,COMPORTA FECHAM  RÁPIDO MOINHO 3,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I724ZH3401,ALIMENTADOR CARVÃO 4 - SOBRECARGA MEC,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724ZH3402,ALIMENTADOR CARVÃO 4 - SOBRECARGA MEC,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724ZH3403,RASPADOR ALIMENTADOR 4 - SOBRECARGA MEC,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I724ZH3431,COMPORTA FECHAM RÁPIDO MOINHO 4,ABERTA,NÃO ABERTA,MEDIA,NÃO,NÃO,,,
I724ZL1138,GIRO LENTO MOINHO 1,ENGATADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724ZL1238,GIRO LENTO MOINHO 2,ENGATADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724ZL1338,GIRO LENTO MOINHO 3,ENGATADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724ZL1438,GIRO LENTO MOINHO 4,ENGATADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I724ZL3132,COMPORTA FECHAM RÁPIDO MOINHO 1,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I724ZL3232,COMPORTA FECHAM RÁPIDO MOINHO 2,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I724ZL3332,COMPORTA FECHAM RÁPIDO MOINHO 3,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I724ZL3432,COMPORTA FECHAM RÁPIDO MOINHO 4,FECHADA,NÃO FECHADA,MEDIA,NÃO,NÃO,,,
I726EMD3151,TRITURADOR 1 ESTEIRA CINZA,DESLIGADO,LIGADO,ALTA,SIM,NÃO,,,
I726EMD3152,TRITURADOR 2 ESTEIRA CINZA,DESLIGADO,LIGADO,ALTA,SIM,NÃO,,,
I726EMD3153,PENEIRA VIBRATÓRIA,DESLIGADO,LIGADO,ALTA,SIM,NÃO,,,
I726EMD3155,ESTEIRA DE CINZA,DESLIGADO,LIGADO,ALTA,SIM,NÃO,,,
I726EML3151,TRITURADOR 1 ESTEIRA CINZA,LIGADO,DESLIGADO,BAIXA,NÃO,NÃO,,,
I726EML3152,TRITURADOR 2 ESTEIRA CINZA,LIGADO,DESLIGADO,BAIXA,NÃO,NÃO,,,
I726EML3153,PENEIRA VIBRATÓRIA,LIGADO,DESLIGADO,BAIXA,NÃO,NÃO,,,
I726EML3155,ESTEIRA DE CINZA,LIGADO,DESLIGADO,BAIXA,NÃO,NÃO,,,
I726TRIP0001,SISTEMA ARRASTE CINZA LEVE,FALHA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I726TRIP0002,FALHA SISTEMA ARRASTE CINZA PESADA,FALHA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727DPH1008,ALTA PRESSÃO DIFERENCIAL DO FILTRO NA ENTRADA DA BOMBA DE ÓLEO,,,,,,,,
I727DPH1020,BAIX PRES DIF FILTRO ÓLEO COMB APOS AQ,,,,,,,,
I727DPH3130,PRES DIF FILTRO ADM BBAS ÓLEO DIESEL,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727EMD1031,BOMBA 1 INJEÇÃO ÓLEO DIESEL,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I727EMD1032,BOMBA 2 INJEÇÃO ÓLEO DIESEL,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I727EMD1041,BOMBA 1 ÓLEO DIESEL IGNITORES,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I727EMD1042,BOMBA 2 ÓLEO DIESEL IGNITORES,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I727EML1031,BOMBA 1 INJEÇÃO ÓLEO DIESEL,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I727EML1032,BOMBA 2 INJEÇÃO ÓLEO DIESEL,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I727EML1041,BOMBA 1 ÓLEO DIESEL IGNITORES,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I727EML1042,BOMBA 2 ÓLEO DIESEL IGNITORES,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I727EMT1031,BOMBA 1 INJEÇÃO ÓLEO DIESEL,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I727EMT1032,BOMBA 2 INJEÇÃO ÓLEO DIESEL,TRIP ELÉTRICO,NORMALIZADO,ALTA,SIM,NÃO,,,
I727EMT1041,BOMBA 1 ÓLEO DIESEL IGNITORES,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727EMT1042,BOMBA 2 ÓLEO DIESEL IGNITORES,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727FL3010,VAZÃO ÓLEO COMB RETORNO QUEIM,,,,,,,,
I727LH1053,NIVEL TANQUE ÓLEO DIESEL 2,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727LH3043,NIVEL TANQUE ÓLEO DIESEL 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727LHH3050,NÍVEL TANQUE DRENOS ÓLEO DIESEL,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727LL1051,NIVEL TANQUE ÓLEO DIESEL 2,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727LL3041,NIVEL TANQUE ÓLEO DIESEL 1,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727LLL1052,NIVEL TANQUE ÓLEO DIESEL 2,MUITO BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727LLL3042,NIVEL TANQUE ÓLEO DIESEL 1,MUITO BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PH3016,ALTA PRESSÃO NA SAÍDA DAS BOMBAS DO ÓLEO COMBUSTÍVEL ,,,,,,,,
I727PH3044,ALTA PRESSÃO DO ÓLEO COMBUSTÍVEL ANTES DOS QUEIMADORES,,,,,,,,
I727PH3138,PRES DESC BBAS INJEÇÃO ÓLEO DIESEL,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PH3166,PRES ÓLEO DIESEL ENTRADA QUEIMADORES,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PHH1040,MUITO ALTA PRESSÃO DO ÓLEO  ANTES DOS QUEIMAD. A27PSHH1040/1041/1042,,,,,,,,
I727PHH3162,PRES ÓLEO DIESEL P/ QUEIMADORES,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I727PL1005,BAIXA PRESSÃO NAS BOMBAS DE CIRCULAÇÃO DO ÓLEO  A27PSL1005,,,,,,,,
I727PL3017,BAIXA PRESSÃO NA SAÍDA DAS BOMBAS DO ÓLEO COMBUSTÍVEL A27PSL3017,,,,,,,,
I727PL3037,MUITO BAIXA PRESSÃO DO ÓLEO  ANTES DOS QUEIMAD. A27PSLL3037/3038/3039,,,,,,,,
I727PL3132,PRES ADM BBA 1 INJEÇÃO ÓLEO DIESEL,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PL3133,PRES ADM BBA 2 INJEÇÃO ÓLEO DIESEL,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PL3134,PRES DESC BBAS INJEÇÃO ÓLEO DIESEL,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I727PL3137,PRES DESC BBAS INJEÇÃO ÓLEO DIESEL,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I727PL3146,PRES DESC BBAS ÓLEO DIESEL IGNITORES,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I727PL3150,PRES ÓLEO DIESEL ANTES VVA BLOQUEIO,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PL3190,PRES ÓLEO DIESEL IGN ANTES VVA BLOQUEIO,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PL3502,PRES AR RESFR DETETORES DE CHAMA,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PLL1117,PRES ÓLEO DIESEL P/ QUEIM (INATIVO),,,,,,,,
I727PLL3159,PRES ÓLEO DIESEL P/ QUEIMADORES,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I727PLL3192,PRES ÓLEO DIESEL P/ IGNITORES,MUITO BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727PSL3165,PRESS ÓLEO DIESEL ENTRADA QUEIMADORES,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I727TH3012,ALTA TEMPERATURA NOS AQUECEDORES DE ÓLEO COMBUSTÍVEL ,,,,,,,,
I727TL3011,BAIXA TEMPERATURA NA SAÍDA DOS AQUECEDORES DE ÓLEO COMBUSTÍVEL ,,,,,,,,
I727TL3040,BAIXA TEMP. DO ÓLEO  PARA QUEIMADORES LOG 2/3 A27TSL3040/3041/3042,,,,,,,,
I728LH3204,NIVEL TANQ DRENOS AQUEC AR VAPOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I728PH3006,PRES VAPOR SOPRADORES FUL CALDEIRA,ALTO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728PH3104,PRESS VAPOR SOPRADORES FUL AQR,ALTO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728PL3001,PRESS VAPOR ENTRADA REDE SOPRADORES FUL CALDEIRA,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728PL3005,PRESS VAPOR SOPRADORES FUL CALDEIRA,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728PL3103,PRESS VAPOR ENTRADA REDE SOPRADORES FUL AQR,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728PLL3008,PRESS VAPOR SOPRADORES FUL CALDEIRA,MUITO BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728PLL3102,PRESS VAPOR SOPRADORES FUL AQR,MUITO BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728TH3110,TEMP DRENO VAPOR SOPR AQ REGENERATIVO,ALTO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728TL3001,TEMP VAPOR  SOPRADORES FULIGEM CALDEIRA,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I728TL3101,TEMP VAPOR  SOPRADORES AQ REGENERATIVO,BAIXO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I730DTH3021,DIF TEMP CARC SUP/INF EXAUST TURBINA AP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3035,DIF TEMP CARC SUP/INF ENTRADA TURBINA MP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3039,DIF TEMP CARC SUP/INF EXT TURBINA MP PARA AP 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3043,DIF TEMP CARC SUP/INF EXT TURBINA PARA DESAERADOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3051,DIF TEMP CARC SUP/INF EXT TURBINA BP LT PARA BP4,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3055,DIF TEMP CARC SUP/INF EXT TURBINA BP LG PARA BP4,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3059,DIF TEMP CARC SUP/INF EXT TURBINA BP LT PARA BP3,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730DTH3063,DIF TEMP CARC SUP/INF EXT TURBINA BP LG PARA BP3,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730SSL4001,SENSOR ZERO SPEED,ATUADO,NÃO ATUADO,ALTA,SIM,NÃO,,,
I730SSH4009,ROTAÇÃO TURBINA MAIOR QUE 200 RPM - A30ST4009,NÃO ATUADO,ATUADO,MEDIA,NÃO,NÃO,,,
I730T4008,SOBREVELOCIDADE TURBINA,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730TH3024,TEMP METAL CARC INF EXASTÃO TURBINA AP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730TH3075,TEMP METAL CARC SUP EXT TURB BP PARA BP 1,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I730THH3016,TEMP EXAUSTÃO TURBINA AP (LÓGICA 2 DE 3),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730THH3070,TEMP METAL CARC SUP EXT TURB BP PARA BP 1 (LÓGICA 2 DE 3),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730XH4002,VIBRAÇÃO MANCAL  1 TURBINA,ALTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I730XH4003,VIBRAÇÃO MANCAL  2 TURBINA,ALTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I730XH4004,VIBRAÇÃO MANCAL  3 TURBINA,ALTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I730XH4005,VIBRAÇÃO MANCAL  4 TURBINA,ALTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I730XH4006,VIBRAÇÃO MANCAL  5 TURBINA,ALTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I730XH4007,VIBRAÇÃO MANCAL  6 TURBINA,ALTA,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZDH4001,EXPANSÃO DIFERENCIAL POSITIVA TURBINA AP,EXCEDIDO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZDH4002,EXPANSÃO DIFERENCIAL POSITIVA TURBINA BP,EXCEDIDO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZDL4001,EXPANSÃO DIFERENCIAL NEGATIVA TURBINA AP,EXCEDIDO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZDL4002,EXPANSÃO DIFERENCIAL NEGATIVA TURBINA BP,EXCEDIDO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZH4001,DESGASTE POSITIVO MANCAL ESCORA TURBINA,EXCEDIDO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZH4003,DESGASTE MANCAL DE ESCORA (LOGICA 2 DE 3),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZL4001,DESGASTE NEGATIVO MANCAL ESCORA TURBINA,EXCEDIDO,NORMALIZADO,ALTA,SIM,NÃO,,,
I730ZL4001A,CUBÍCULO SUPERVISÃO TURBINA - TSI,FALHA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I7316U001XV04,TURBINA,REARMADA,BLOQUEADA,ALTA,NÃO,NÃO,,,
I7316U003XV11,TRIP TURBINA,PRESENTE,NORMALIZADO,ALTA,SIM,NÃO,,,
I731DI3001,MONITORAÇÃO VAZÃO VAPOR SH SAÍDA CALD LE,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DI3003,MONITORAÇÃO VAZÃO VAPOR SH SAÍDA CALD LD,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3002,MONITORAÇÃO TEMP VAPOR SH SAÍDA CALD LE,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3004,MONITORAÇÃO TEMP VAPOR SH SAÍDA CALD LE,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3008,MONITORAÇÃO TEMP VAPOR SH SAÍDA CALD LD,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3010,MONITORAÇÃO TEMP VAPOR SH SAÍDA CALD LD,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3016,MONITORAÇÃO PRES VAPOR SH ENTR TURBINA AP,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3031,MONITORAÇÃO TEMP VAPOR APÓS BY-PASS AP LE,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3035,MONITORAÇÃO TEMP VAPOR APÓS BY-PASS AP LD,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3052,MONITORAÇÃO TEMP VAPOR RH SAÍDA CALD LE,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3053,MONITORAÇÃO TEMP VAPOR RH SAÍDA CALD LE,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3058,MONITORAÇÃO TEMP VAPOR RH SAÍDA CALD LD,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3059,MONITORAÇÃO TEMP VAPOR RH SAÍDA CALD LD,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DIH3062,MONITORAÇÃO PRES VAPOR RH ENTR TURBINA MP,DISCREPANCIA,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DPH4800,PRES DIF FILTRO DESCARGA BOMBA 1 OU 2 EHC,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731DTH3024,DIF TEMP VAPOR PRINCIPAL LE/LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EMD4601,BOMBA 1 ÓLEO BYPASS BP,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I731EMD4602,BOMBA 2 ÓLEO BYPASS BP,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I731EMD4800,BOMBA 1 FLUÍDO HIDRÁULICO TURBINA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I731EMD4801,BOMBA 2 FLUÍDO HIDRÁULICO TURBINA,DESLIGADO,LIGADO,BAIXA,NÃO,NÃO,,,
I731EML4601,BOMBA 1 ÓLEO BYPASS BP,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I731EML4602,BOMBA 2 ÓLEO BYPASS BP,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I731EML4800,BOMBA 1 FLUÍDO HIDRÁULICO TURBINA,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I731EML4801,BOMBA 2 FLUÍDO HIDRÁULICO TURBINA,LIGADO,DESLIGADO,MEDIA,NÃO,NÃO,,,
I731EMS4800,BBA 1 FLUÍDO HIDR TURB - PARTIDA STANDBY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EMS4801,BBA 2 FLUÍDO HIDR TURB - PARTIDA STANDBY,ATUADO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EMT4601,UNIDADE HIDR BY-PASS LE TURBINA BP,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EMT4602,UNIDADE HIDR BY-PASS LD TURBINA BP,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EMT4800,BOMBA 1 FLUÍDO HIDRÁULICO TURBINA,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EMT4801,BOMBA 2 FLUÍDO HIDRÁULICO TURBINA,TRIP ELÉTRICO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731EVS4900D,VV SOL TESTE SOBREVELOCIDADE TURBINA,DESENERGIZADA/NORMAL,ENERGIZADA/ POS TESTE,BAIXA,NÃO,NÃO,,,
I731EVS4900L,VV SOL TESTE SOBREVELOCIDADE TURBINA,ENERGIZADA/ POS TESTE,DESENERGIZADA/NORMAL,ALTA,SIM,NÃO,,,
I731EVS4901D,VV SOL REARME TURBINA,DESENERGIZADA/NORMAL,ENERGIZADA/REARMAR,BAIXA,NÃO,NÃO,,,
I731EVS4901L,VV SOL REARME TURBINA,ENERGIZADA/REARMAR,DESENERGIZADA/NORMAL,ALTA,SIM,NÃO,,,
I731EVS4903D,VV SOL TRIP MECÂNICO TURBINA,DESENERGIZADA/NORMAL,ENERGIZADA/TRIP,BAIXA,NÃO,NÃO,,,
I731EVS4903L,VV SOL TRIP MECÂNICO TURBINA,ENERGIZADA/TRIP,DESENERGIZADA/NORMAL,ALTA,SIM,NÃO,,,
I731EVS4904D,VV SOL BLOQUEIO TRIP MECANICO TURBINA (LOCKOUT),DESENERGIZADA/NORMAL,ENERGIZADA/POS TESTE,BAIXA,NÃO,SIM,,,
I731EVS4904L,VV SOL BLOQUEIO TRIP MECANICO TURBINA (LOCKOUT),ENERGIZADA/POS TESTE,DESENERGIZADA/NORMAL,ALTA,SIM,SIM,,,
I731EVS4905D,VV SOL 1 RELÉ PRINCIPAL TRIP TURBINA,DESENERGIZADA/TRIP,ENERGIZADA/NORMAL,ALTA,SIM,NÃO,,,
I731EVS4905L,VV SOL 1 RELÉ PRINCIPAL TRIP TURBINA,ENERGIZADA/NORMAL,DESENERGIZADA/TRIP,ALTA,NÃO,NÃO,,,
I731EVS4906D,VV SOL 2 RELÉ PRINCIPAL TRIP TURBINA,DESENERGIZADA/TRIP,ENERGIZADA/NORMAL,ALTA,SIM,NÃO,,,
I731EVS4906L,VV SOL 2 RELÉ PRINCIPAL TRIP TURBINA,ENERGIZADA/NORMAL,DESENERGIZADA/TRIP,ALTA,NÃO,NÃO,,,
I731FH3005,VAZÃO TOTAL VAPOR SH SAÍDA CALDEIRA,ALTO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
I731LH4600,NÍVEL COLETOR DRENOS LINHA RH FRIO LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LH4601,NÍVEL COLETOR DRENOS LINHA RH FRIO LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LH4801,NÍVEL TANQUE FLUÍDO HIDRÁULICO TURBINA,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LHH4803,NÍVEL TANQUE FLUÍDO HIDRÁULICO TURBINA,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LL4602,NÍVEL TANQUE UNID HIDR 1 BY-PASS BP,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LL4612,NÍVEL TANQUE UNID HIDR 2 BY-PASS BP,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LL4802,NÍVEL TANQUE FLUÍDO HIDRÁULICO TURBINA,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731LLL4804,NÍVEL TANQUE FLUÍDO HIDRÁULICO TURBINA,MUITO BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PB3001,TRIP BYPASS BP,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I731PB3001A,BOTÃO TRIP TURBINA - SALA COMADO,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731PB3002,BOTÃO REARME TURBINA - SALA COMANDO,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731PH3003,PRESS VAPOR SH SAÍDA CALDEIRA LD (PSH3003/3004/3005),ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731PH3010A,PRESS VAPOR SH SAÍDA CALDEIRA LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PH3016,PRESSÃO VAPOR SH ENTR TURBINA AP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PH3062,PRESSÃO VAPOR RH QUENTE ENTR TURBINA MP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PH3601,PRESSÃO VAPOR BY-PASS BP LE ENTRADA CONDENSADOR,ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731PH3611,PRESSÃO VAPOR BY-PASS BP LD ENTRADA CONDENSADOR,ALTO,NORMALIZADO,ALTA,SIM,NÃO,, ,
I731PH4603,PRESSÃO UNIDADE HIDRÁULICA BY-PASS BP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PHH4613,PRESSÃO UNIDADE HIDRÁULICA BY-PASS BP,MUITO ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PL4811,PRESSÃO FLUÍDO HIDRÁULICO TURBINA,BAIXO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731PL4900,TURBINA BLOQUEADA - PRES ÓLEO TRIP,BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731PLL4602,PRES UNIDADE HIDRÁULICA BY-PASS BP,MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731PLL4812,PRESSÃO FLUÍDO HIDRÁULICO TURBINA (LOGICA 2 DE 3),MUITO BAIXO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731ROP1001,RUNBACK EM OPERAÇÃO,ATUADO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731TCM1001,TURBINA CONTROLANDO MW ,PRESENTE,AUSENTE,ALTA,NÃO,NÃO,,,
I731TCP1001,TURBINA CONTROLANDO PRESSÃO,PRESENTE,AUSENTE,ALTA,NÃO,NÃO,,,
I731TH3005,TEMP VAPOR SH SAÍDA CALDEIRA LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3011,TEMP VAPOR SH SAÍDA CALDEIRA LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3031,TEMP VAPOR APÓS BY-PASS AP LADO ESQ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3035,TEMP VAPOR APÓS BY-PASS AP LADO DIR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3054,TEMP VAPOR RH QUENTE SAÍDA CALDEIRA LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3060,TEMP VAPOR RH QUENTE SAÍDA CALDEIRA LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3600,TEMP VAPOR BY-PASS BP LE ANTES ATEMP AUX,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH3610,TEMP VAPOR BY-PASS BP LD ANTES ATEMP AUX,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH4603,TEMP TANQUE UNID HIDR 1 BY-PASS BP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH4613,TEMP TANQUE UNID HIDR 2 BY-PASS BP,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731TH4800,TEMP FLUÍDO HIDRÁULICO TURBINA (TANQUE),ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I731THH3601,TEMP VAPOR BY-PASS BP LE ANTES ATEMP AUX,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731THH3602,TEMP VAPOR BY-PASS BP LE ANTES ATEMP AUX,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731THH3611,TEMP VAPOR BY-PASS BP LD ANTES ATEMP AUX,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731THH3612,TEMP VAPOR BY-PASS BP LD ANTES ATEMP AUX,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I731U001XV05,TURBINA,BLOQUEADA,REARMADA,ALTA,SIM,NÃO,,,
I731U012XV01,BY-PASS BP - MODO PARTIDA UNID SEM VÁCUO,ATUADO,NORMALIZADO,MEDIA,NÃO,NÃO,,,
