TAG,DESCRIÇÃO,ENTRADA,SAÍDA,SEVERIDADE,ALARME,Invertido,,,
I761R59-1,GT7 - SOBRETENSÃO - FUNÇÃO 59 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R60,GT7 - FALHA TP'S - FUNÇÃO 60 (ALARME),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R64R,GT7 - FALTA A TERRA ROTOR 2° ESTÁGIO - FUNÇÃO 64R (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R64-S1,GT7 - FALTA A TERRA ESTATOR 80% - FUNÇÃO 64S (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R64-S2,GT7 - FALTA A TERRA ESTATOR 100% - FUNÇÃO 64S (ALARME),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R81-1,GT7 - SUB FREQUÊNCIA - FUNÇÃO 81 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R81-2,GT7 - SOBRE FREQUÊNCIA - FUNÇÃO 81 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R86_1,GT7 - RELÉ 86-1 - BLOQUEIO DE UNIDADE,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R86/2,GT7 - RELÉ 86-2 - BLOQUEIO DISJUNTOR DE MÁQUINA,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R86PB,GT7 - UNIDADE PARADA BOTOEIRA EMERGÊNCIA,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R87G,GT7 - PROTEÇÃO DIFERENCIAL GERADOR - FUNÇÃO 87G (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R87U,GT7 - PROTEÇÃO DIFERENCIAL UNIDADE - FUNÇÃO 87G (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761TH2253,TEMP HIDROGÊNIO SECADOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3001,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3002,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3003,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3004,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3005,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3006,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3007,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3008,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3009,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3010,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3011,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3012,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3013,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3014,TEMP SLOT QUADRANTE I DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3015,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3016,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3017,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3018,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3019,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3020,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3021,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3022,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3023,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3024,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3025,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3026,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3027,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3028,TEMP SLOT QUADRANTE IV DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3029,TEMP SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3030,TEMP SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3031,TEMP SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3032,TEMP SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3033,TEMP SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3034,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3035,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3036,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3037,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3038,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3039,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3040,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3041,TEMP  SLOT QUADRANTE III DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3042,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3043,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3044,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3045,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3046,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3047,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3048,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3049,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3050,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3051,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3052,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3053,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3054,TEMP  SLOT QUADRANTE II DO ESTATOR - RANHURAS,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3109,TEMP  DENTE ESTATOR SEÇÃO A - LÂMINAS  ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3110,"TEMP  ""YOKE"" ESTATOR SEÇÃO A - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3111,"TEMP  ""YOKE"" ESTATOR SEÇÃO A - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3112,TEMP  DENTE ESTATOR SEÇÃO A - LÂMINAS  ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3113,"TEMP  ""YOKE"" ESTATOR SEÇÃO A - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3114,"TEMP  ""YOKE"" ESTATOR SEÇÃO A - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3115,TEMP  DENTE ESTATOR SEÇÃO B - LÂMINAS  ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3116,"TEMP  ""YOKE"" ESTATOR SEÇÃO B - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3117,"TEMP  ""YOKE"" ESTATOR SEÇÃO B - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3118,TEMP  DENTE ESTATOR SEÇÃO B - LÂMINAS  ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3119,"TEMP  ""YOKE"" ESTATOR SEÇÃO B - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3120,"TEMP  ""YOKE"" ESTATOR SEÇÃO B - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3121,TEMP  DENTE ESTATOR SEÇÃO C - LÂMINAS  ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3122,"TEMP  ""YOKE"" ESTATOR SEÇÃO C - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3123,"TEMP  ""YOKE"" ESTATOR SEÇÃO C - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3124,TEMP  DENTE ESTATOR SEÇÃO C - LÂMINAS  ,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3125,"TEMP  ""YOKE"" ESTATOR SEÇÃO C - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3126,"TEMP  ""YOKE"" ESTATOR SEÇÃO C - LÂMINAS  ",ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3139,TEMP HIDROGÊNIO SAÍDA RESFRIADOR ALTERNADOR LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3140,TEMP HIDROGÊNIO SAÍDA RESFRIADOR ALTERNADOR LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3142,TEMP HIDROGÊNIO SAÍDA RESFRIADOR ALTERNADOR LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3143,TEMP HIDROGÊNIO SAÍDA RESFRIADOR ALTERNADOR LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3145,TEMP HIDROGÊNIO ENTRADA RESFRIADOR ALTERNADOR LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3146,TEMP HIDROGÊNIO ENTRADA RESFRIADOR ALTERNADOR LD,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3148,TEMP HIDROGÊNIO ENTRADA RESFRIADOR ALTERNADOR LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3149,TEMP HIDROGÊNIO ENTRADA RESFRIADOR ALTERNADOR LE,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3202,TEMP ÓLEO DESC BOMBA SELAGEM LADO AR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3203,TEMP ÓLEO SELAGEM LADO AR SAÍDA SELOS LT,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3204,TEMP ÓLEO SELAGEM LADO H2 SAÍDA SELOS LT,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3205,TEMP ÓLEO SELAGEM LADO AR SAÍDA SELOS LG,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3206,TEMP ÓLEO SELAGEM LADO H2 SAÍDA SELOS LG,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3214,TEMP ÓLEO SELAGEM LADO H2 SAÍDA RESFR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3357,TEMP ÁGUA RESF ESTATOR ENTRADA GERADOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3359,TEMP ÁGUA RESF ESTATOR SAÍDA GERADOR,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761TH3361,TEMP ÁGUA RESF ESTATOR SAÍDA BUCHA NEUTRO,ALTO,NORMALIZADO,MEDIA,SIM,NÃO,,,
I761THH3360,TEMP ÁGUA RESF ESTATOR SAÍDA GERADOR,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I761THH3362,TEMP ÁGUA RESF ESTATOR SAÍDA BUCHA NEUTRO,MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I761THH3153,TEMP MUITO ALTA MANCAL GERADOR LADO TURBINA (LOGICA 2 DE 3),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I761THH3155,TEMP MUITO ALTA MANCAL GERADOR LADO ESCOVAS (LOGICA 2 DE 3),MUITO ALTO,NORMALIZADO,ALTA,SIM,NÃO,,,
I763-87TU,TU - RELEPROTEÇÃO DIFERENCIAL - FUNÇÃO 87TU (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763BU1-51U1,BU1 - SOBRECORRENTE DJ ALIM NORMAL 152/U1 (192) (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763EPE3301,PAINEL CHANGE-OVER - FALTA TENSÃO AUXILIAR,ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU2003,TU - FALTA TENSÃO AUXILIAR PAINEL LOCAL - 480/120VCA ,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-26A,TU - TEMP ÓLEO 2º ESTÁGIO - 95°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-26B,TU - TEMP ÓLEO 1° ESTÁGIO - 85°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU4981,TU - TEMP ENROLAMENTO  BT1 2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU4982,TU - TEMP ENROLAMENTO  BT2 2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-49A,TU - TEMP ENROLAMENTO  AT  2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-49B,TU - TEMP ENROLAMENTO  AT  1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-49B1,TU - TEMP ENROLAMENTO  BT1 1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-49B2,TU - TEMP ENROLAMENTO  BT2 1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-50_51,TU - RELE SOBRECORRENTE LADO AT 20KV - FUNÇÃO 50/51 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU-51N1,TU - PROTEÇÃO SOBRECORRENTE NEUTRO - FUNÇÃO 51N1 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU-51N2,TU - PROTEÇÃO SOBRECORRENTE NEUTRO - FUNÇÃO 51N2 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU-53CSC,TU 20-6.3KV RELE BUCHHOLZ 1º ESTÁGIO,,,,,,,,
I763TU-638,TU - VÁLVULA ALÍVIO PRESSÃO (TRIP),ABERTA,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU-63A,TU - RELÉ BUCHHOLZ  2º ESTÁGIO (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU-63B,TU - RELÉ BUCHHOLZ  1º ESTÁGIO (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I763TU-63CSC,TU - RELÉ DE SOBREPRESSÃO COMUTADOR CSC (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I763TU71CSC2,TU OU COMUTADOR (CSC) TU - NÍVEL ÓLEO BAIXO (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765_FDFN1_50_51_TPR1,Proteção Sobrecorrente Fase Lado 230 Kv; Trip - Função 50/51TPR1,,,,,,,,
I765_FDFN1_87_50_51_TPR1,Proteção Diferencial/Sobrecorrente Fase Lado 230 Kv; Trip - Função 87NTPR1+50/51TPR1,,,,,,,,
I765_FDFN1_87N_TPR1,Proteção Diferencial Trip - Função 87NTPR1,,,,,,,,
I765_FDFN1_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FDFN2_50_51_TPR2,Proteção Sobrecorrente Fase Lado 230 Kv; Trip - Função 50/51TPR2,,,,,,,,
I765_FDFN2_87_50_51_TPR2,Proteção Diferencial/Sobrecorrente Fase Lado 230 Kv; Trip - Função 87NTPR1+50/51TPR2,,,,,,,,
I765_FDFN2_87N_TPR2,Proteção Diferencial Trip - Função 87NTPR2,,,,,,,,
I765_FDFN2_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FDFTEX_51TEX,Proteção Sobrecorrente Fase Lado 690 V; Trip - Função 51TEX,,,,,,,,
I765_FDFTEX_87_51TEX,Proteção Diferencial/Sobrecorrente Fase Lado 690 V; Trip - Função 87TEX+/51TEX,,,,,,,,
I765_FDFTEX_87TEX,Proteção Diferencial Trip - Função 87TEX,,,,,,,,
I765_FDFTEX_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FDFTSG_50/51TSG,Proteção Sobrecorrente Fase Lado 230 Kv; Trip - Função 50/51TSG,,,,,,,,
I765_FDFTSG_87_50_51TSG,Proteção Diferencial/Sobrecorrente Fase Lado 230 Kv; Trip - Função 87TSG+50/51TSG,,,,,,,,
I765_FDFTSG_87TSG,Proteção Diferencial Trip - Função 87TSG,,,,,,,,
I765_FDFTSG_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FDFTU_51TU,Proteção Sobrecorrente de Fase Lado 20 Kv;  Trip - Função 51TU,,,,,,,,
I765_FDFTU_87TU,Proteção Diferencial Trip - Função 87TU,,,,,,,,
I765_FDFTU_87TU_51TU,Proteção Diferencial/Sobrecorrente Fase Lado 20 Kv; Trip - Função 87TU+51TU,,,,,,,,
I765_FDFTU_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FSCN1_51N_TPR1,Proteção Sobrecorrente Neutro; Trip - Função 51N TPR1,,,,,,,,
I765_FSCN1_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FSCN2_51N_TPR2,Proteção Sobrecorrente Neutro; Trip - Função 51N TPR2,,,,,,,,
I765_FSCN2_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FSCN3_51N1TU,Proteção Sobrecorrente Neutro; Trip - Função 51N1 TU,,,,,,,,
I765_FSCN3_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FSCN4_51N2TU,Proteção Sobrecorrente Neutro; Trip - Função 51N2 TU,,,,,,,,
I765_FSCN4_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765_FSCN5_51N_TSG,Proteção Sobrecorrente Neutro; Trip - Função 51N TSG,,,,,,,,
I765_FSCN5_VCC_FAULT,Falta CC/Falha no Relé,,,,,,,,
I765EPP3301,A64EPP3301 FALHA 125 VCC,,,,,,,,
I765EPP3302,PROT TSG & TSU A65EPP3302 FALHA 125,,,,,,,,
I765TPR1-12,TPR1 - SISTEMA DE REFRIGERAÇÃO ,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-14,TPR1 - FALTA TENSÃO AUXILIAR PAINEL LOCAL - 480/120VCA ,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-16,DISCREPÂNCIA DE TAPS  TPR1/TPR2,,,,,,,,
I765TPR1-26A,TPR1 - TEMP ÓLEO 2º ESTÁGIO - 95°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-26B,TPR1 - TEMP ÓLEO 1º ESTÁGIO - 85°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-33,TPR1 - ACIONAMENTO INDEVIDO COMUTADOR EM CARGA (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-49A,TPR1 - TEMP ENROLAMENTO  BT 2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-49B,TPR1 - TEMP ENROLAMENTO  AT 2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-49C,TPR1 - TEMP ENROLAMENTO  BT 1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-49D,TPR1 - TEMP ENROLAMENTO  AT 1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-50,TPR1 - RELE SOBRECORRENTE LADO AT 230KV - FUNÇÃO 50/51 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR1-51N,TPR1 - RELE SOBRECORRENTE NEUTRO - FUNÇÃO 51N (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR163A1,TPR1 - RELÉ BUCHHOLZ - 1º ESTÁGIO (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR163A2,TPR1 - RELÉ BUCHHOLZ - 2º ESTÁGIO (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR1-63B,TPR1 - VÁLVULA ALÍVIO PRESSÃO (TRIP),ABERTA,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR1-712,TPR1 - NÍVEL ÓLEO BAIXO (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR1-87N,TPR1 - RELÉ PROTEÇÃO DIFERENCIAL - FUNÇÃO 87N (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I761R95G,GT7 - SOBREXCITAÇÃO (V/HZ) - FUNÇÃO 95 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR2-22,TPR2 - SISTEMA DE REFRIGERAÇÃO ,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-24,TPR2 - FALTA TENSÃO AUXILIAR PAINEL LOCAL - 480/120VCA ,FALHA,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-26A,TPR2 - TEMP ÓLEO 2º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-26B,TPR2 - TEMP ÓLEO 1º ESTÁGIO - 85°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-33,TPR2 - ACIONAMENTO INDEVIDO COMUTADOR EM CARGA (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-49A,TPR2 - TEMP ENROLAMENTO  BT 2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-49B,TPR2 - TEMP ENROLAMENTO  AT 2º ESTÁGIO - 105°C (ALARME),MUITO ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-49C,TPR2 - TEMP ENROLAMENTO  BT 1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-49D,TPR2 - TEMP ENROLAMENTO  AT 1º ESTÁGIO - 95°C (ALARME),ALTO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-50,TPR2 - RELE SOBRECORRENTE LADO AT 230KV - FUNÇÃO 50/51 (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR2-51N,TPR2 - RELE SOBRECORRENTE NEUTRO - FUNÇÃO 51N (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR2-63A,TPR2 - RELÉ BUCHHOLZ - 2º ESTÁGIO (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR2-63B,TPR2 - VÁLVULA ALÍVIO PRESSÃO (TRIP),ABERTA,NORMALIZADO,ALTA,SIM,SIM,,,
I765TPR263B1,TPR2 - RELÉ BUCHHOLZ - 1º ESTÁGIO (ALARME),ATUADO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-712,TPR2 - NÍVEL ÓLEO (ALARME),BAIXO,NORMALIZADO,MEDIA,SIM,SIM,,,
I765TPR2-87N,TPR1 - RELÉ PROTEÇÃO DIFERENCIAL - FUNÇÃO 87N (TRIP),ATUADO,NORMALIZADO,ALTA,SIM,SIM,,,
