TAG,DESCRICAO,Min,Max,UNIDADE,LL,L,H,HH
I755TT3033,TEMP ÁGUA ENTRADA ECONOMIZADOR,50,300,°C,,,,
I757FY3001,VAZÃO ÁGUA ATEMPERAÇÃO EMERGÊNCIA LE,0,40,t/h,,,,
I757FY3002,VAZÃO ÁGUA ATEMPERAÇÃO EMERGÊNCIA LD,0,40,t/h,,,,
I757FY3003,VAZÃO ÁGUA ATEMPERAÇÃO SH2 LD,0,40,t/h,,,,
I757FY3004,VAZÃO ÁGUA ATEMPERAÇÃO SH2 LE,0,40,t/h,,,,
I757FY3005,VAZÃO ÁGUA ATEMPERAÇÃO SH3 LE,0,40,t/h,,,,
I757FY3006,VAZÃO ÁGUA ATEMPERAÇÃO SH3 LD,0,40,t/h,,,,
I757FY3007,VAZÃO ÁGUA ATEMPERAÇÃO RH2 LD,0,30,t/h,,,,
I757FY3009,VAZÃO ÁGUA ATEMPERAÇÃO RH2 LE,0,30,t/h,,,,
I757FY3012,VAZÃO ÁGUA ATEMPERAÇÃO NPSH BOMBA RECIRCIRCULAÇÃO,0,50,t/h,,,,
I757FY3013,VAZÃO ÁGUA ATEMPERAÇÂO BYPASS AP LE,0,100,t/h,,,,
I757FY3014,VAZÃO ÁGUA ATEMPERAÇÂO BYPASS AP LD,0,100,t/h,,,,
I757PT3013,PRESSÃO ÁGUA ATEMPERAÇÃO BYPASS AP ANTES PCV,0,400,bar,,,,
I757PT3014,PRESSÃO ÁGUA ATEMPERAÇÃO BYPASS AP APÓS PCV,0,400,bar,,,,
I760AT1001,GÁS DISSOLVIDO ÓLEO ISOLANTE TPR1,0,2000,ppm,,,180,200
I760AT1002,GÁS DISSOLVIDO ÓLEO ISOLANTE TPR2,0,2000,ppm,,,150,200
I760ET1001,TENSÃO ALTERNADOR FASES A-B,0,30,KV,,,,
I760ET1002,POTÊNCIA ATIVA ALTERNADOR,0,450,MW,,,,
I760ET1003,CORRENTE ALTERNADOR FASE C,0,15000,A,,,,
I760ET1004,FREQUÊNCIA ALTERNADOR,55,65,Hz,,,,
I760ET1005,CORRENTE ALTERNADOR FASE A,0,15000,A,,,,
I760ET1006,CORRENTE ALTERNADOR FASE B,0,15000,A,,,,
I760ET1007,CORRENTE EXCITAÇÃO,0,8000,A,,,3120,
I760ET1008,TENSÃO EXCITAÇÃO,0,800,V,,,,
I760ET1009,TEMP ENROLAMENTO TRAFO EXCITAÇÃO,0,160,°C,,,95,105
I760ET1010,TEMP ÓLEO TRAFO EXCITAÇÃO,0,120,°C,,,85,95
I760ET1011,TEMP ENROLAMENTO TRAFO 5 (TPR-1),0,150,°C,,,95,105
I760ET1012,TEMP ÓLEO TRAFO 5 (TPR-1),0,150,°C,,,85,95
I760ET1013,TEMP ENROLAMENTO TRAFO 6 (TPR-2),0,150,°C,,,95,105
I760ET1014,TEMP ÓLEO TRAFO 6 (TPR-2),0,150,°C,,,85,95
I760ET1015,TEMP ENROLAMENTO SEC 1 TRAFO 7 (TU),0,150,°C,,,95,105
I760ET1016,TEMP ENROLAMENTO SEC 2 TRAFO 7 (TU),0,150,°C,,,95,105
I760ET1017,TEMP ÓLEO TRAFO 7 (TU),0,150,°C,,,85,95
I760ET1018,"TEMP ENROLAMENTO 6,3kV TRAFO 8 (TSG)",0,150,°C,,,95,105
I760ET1019,TEMP ÓLEO TRAFO 8 (TSG),0,150,°C,,,85,95
I760ET1020,"6,3KV CORRENTE FASE B ALIM NORMAL BU1 (RAMAL DJ 192)",0,3000,A,,,,
I760ET1021,"6,3KV TENSÃO FASE-FASE ALIM NORMAL BU1 (RAMAL DJ 192)",0,8000,V,,6200,6400,
I760ET1022,"6,3KV POTÊNCIA ATIVA ALIM NORMAL BU1 (RAMAL DJ 192)",0,30,MW,,,,
I760ET1023,"6,3KV CORRENTE FASE B ALIM NORMAL BU2 (RAMAL DJ 172)",0,3000,A,,,,
I760ET1024,"6,3KV TENSÃO FASE-FASE ALIM NORMAL BU2 (RAMAL DJ 172)",0,8000,V,,6200,6400,
I760ET1025,"6,3KV POTÊNCIA ATIVA ALIM NORMAL BU2 (RAMAL DJ 172)",0,30,MW,,,,
I760ET1026,"6,3KV CORRENTE TRAFO 8 FASE B - BSG",0,3000,A,,,,
I760ET1027,"6,3KV TENSÃO TRAFO 8 FASE-FASE - BSG",0,8000,V, ,6200,6400,
I760ET1028,"6,3KV POTÊNCIA ATIVA TRAFO 8 - BSG",0,30,MW,,,,
I760ET1029,"6,3KV CORRENTE BSG/BU1 FASE B",0,3000,A,,,,
I760ET1030,"6,3KV CORRENTE BSG/BU2 FASE B",0,3000,A,,,,
I760ET1031,"6,3KV TENSÃO FASE-FASE BU1",0,8000,V,,,,
I760ET1032,"6,3KV TENSÃO FASE-FASE BU2 ",0,8000,V,,,,
I760ET1033,"6,3KV TENSÃO FASE-FASE BSG",0,8000,V,,,,
I760ET1034,"6,3KV TENSÃO FASE-FASE BT1",0,8000,V,,,,
I760ET1035,"6,3KV TENSÃO FASE-FASE BT2",0,8000,V,,,,
I760ET1036,"6,3KV TENSÃO FASE-FASE BC1",0,8000,V,,,,
I760ET1037,"6,3KV TENSÃO FASE-FASE BC2",0,8000,V,,,,
I760ET1038,"6,3KV CORRENTE FASE B BU1/BC1",0,900,A,,,,
I760ET1039,"6,3KV CORRENTE FASE B BU1/BT1",0,600,A,,,,
I760ET1040,"6,3KV CORRENTE FASE B BU2/BT2",0,600,A,,,,
I760ET1041,"6,3KV CORRENTE FASE B BU2/BC2",0,900,A,,,,
I760ET1042,480V TRAFO TB1 CORRENTE SAÍDA - BB1,0,3000,A,,,,
I760ET1043,480V TRAFO TB1 TENSÃO FASE-FASE - BB1,0,600,V,,,,
I760ET1044,480V TRAFO TB2 CORRENTE SAÍDA - BB2,0,3000,A,,,,
I760ET1045,480V TRAFO TB2 TENSÃO FASE-FASE - BB2,0,600,V,,,,
I760ET1046,480V TRAFO TGE CORRENTE SAÍDA - BGE,0,3000,A,,,,
I760ET1047,480V TRAFO TGE TENSÃO FASE-FASE - BGE,0,600,V,,,,
I760ET1048,480V TRAFO TC1 CORRENTE SAÍDA - BC11,0,3000,A,,,,
I760ET1049,480V TRAFO TC1 TENSÃO FASE-FASE - BC11,0,600,V,,,,
I760ET1050,480V TRAFO TC2 CORRENTE SAÍDA - BC21,0,3000,A,,,,
I760ET1051,480V TRAFO TC2 TENSÃO FASE-FASE - BC21,0,600,V,,,,
I760ET1052,480V TRAFO TRE TENSÃO FASE-FASE,0,600,V,,,,
I760ET1053,480V TRAFO TRE CORRENTE SAÍDA,0,3000,A,,,,
I760ET1054,480V CORRENTE ALIM NORMAL BEM1 (RAMAL 52/1E),0,600,A,,,,
I760ET1055,480V CORRENTE ALIM NORMAL BEM2 (RAMAL 52/2E),0,600,A,,,,
I760ET1056,480V GRUPO DIESEL 1 CORRENTE SAÍDA - BEM1,0,600,A,,,,
I760ET1057,480V GRUPO DIESEL 2 CORRENTE SAÍDA - BEM2,0,600,A,,,,
I760ET1058,480V TENSÃO FASE-FASE  BEM1,0,600,V,,,,
I760ET1059,480V TENSÃO FASE-FASE BEM2,0,600,V,,,,
I760ET1060,480V GRUPO DIESEL 1 TENSÃO FASE-FASE,0,600,V,,,,
I760ET1061,480V GRUPO DIESEL 1 FREQUÊNCIA,55,65,Hz,,,,
I760ET1062,480V GRUPO DIESEL 2 TENSÃO FASE-FASE,0,600,V,,,,
I760ET1063,480V GRUPO DIESEL 2 FREQUÊNCIA,55,65,Hz,,,,
I760ET1064,125VCC BARRA CD1 TENSÃO - RT1,0,150,V,,,,
I760ET1065,125VCC BARRA CD1 CORRENTE - RT1,0,400,A,,,,
I760ET1066,125VCC BARRA CD1 TENSÃO - RT2,0,150,V,,,,
I760ET1067,125VCC BARRA CD1 CORRENTE - RT2,0,400,A,,,,
I760ET1068,220VCA ESTAB BARRA CD2 TENSÃO,0,250,V,,,,
I760ET1069,220 VCA ESTAB BARRA CD2 CORRENTE - NB1,0,150,A,,,,
I760ET1070,220 VCA ESTAB BARRA CD2 CORRENTE - NB2,0,150,A,,,,
I760ET1071,+24VCC BARRA CD3 CORRENTE - RT4,0,1200,A,,,,
I760ET1072,+24VCC BARRA CD3 TENSÃO - RT4,0,40,V,,,,
I760ET1073,+24VCC BARRA CD3 CORRENTE - RT5,0,1200,A,,,,
I760ET1074,+24VCC BARRA CD3 TENSÃO - RT5,0,40,V,,,,
I760ET1075,+24VCC BARRA CD3 CORRENTE - RT6,0,1200,A,,,,
I760ET1076,+24VCC BARRA CD3 TENSÃO - RT6,0,40,V,,,,
I760ET1077,-24VCC BARRA CD3 CORRENTE - RT7,0,800,A,,,,
I760ET1078,-24VCC BARRA CD3 TENSÃO - RT7,0,40,V,,,,
I760ET1079,-24VCC BARRA CD3 CORRENTE - RT8,0,800,A,,,,
I760ET1080,-24VCC BARRA CD3 TENSÃO - RT8,0,40,V,,,,
I760ET1085,TENSÃO BARRA A SUBSTAÇÃO 230Kv,0,400,kV,,,,
I760ET1090,TENSÃO BARRA B SUBSTAÇÃO 230Kv,0,400,kV,,,,
I760ET1101,TENSÃO SAÍDA ALTERNADOR FASES B-C,0,30,KV,,,,
I760ET1102,TENSÃO SAÍDA ALTERNADOR FASES C-A,0,30,KV,,,,
I760ET1103,FATOR DE POTÊNCIA (cos ϕ ),"-0,5","0,5",,,,,
I760ET1104,TENSÃO TRAFO 7 SEC. 1 FASES B - C,0,8000,V,,,,
I760ET1105,TENSÃO TRAFO 7 SEC. 1 FASES C - A,0,8000,V,,,,
I760ET1106,TENSÃO TRAFO 7 SEC. 2 FASES B - C,0,8000,V,,,,
I760ET1107,TENSÃO TRAFO 7 SEC. 2 FASES C - A,0,8000,V,,,,
I760ET1108,TENSÃO TRAFO 8 FASES B - C,0,8000,V,,,,
I760ET1109,TENSÃO TRAFO 8 FASES C - A,0,8000,V,,,,
I760ET1110,6.3KV BARRA BU1 TENSÃO FASE-FASE (Fases B - C),0,8000,V,,,,
I760ET1111,6.3KV BARRA BU1 TENSÃO FASE-FASE (Fases C - A),0,8000,V,,,,
I760ET1112,6.3KV BARRA BU2 TENSÃO FASE-FASE (Fases B - C),0,8000,V,,,,
I760ET1113,6.3KV BARRA BU2 TENSÃO FASE-FASE (Fases C - A),0,8000,V,,,,
I760ET1114,6.3KV BARRA BSG TENSÃO FASE-FASE (Fases B - C),0,8000,V,,,,
I760ET1115,6.3KV BARRA BSG TENSÃO FASE-FASE (Fases C - A),0,8000,V,,,,
I760ET1116,480V BARRA BEM1 TENSÃO FASE-FASE (Fases B - C),0,600,V,,,,
I760ET1117,480V BARRA BEM1 TENSÃO FASE-FASE (Fases C - A),0,600,V,,,,
I760ET1118,480V BARRA BEM2 TENSÃO FASE-FASE (Fases B - C),0,600,V,,,,
I760ET1119,480V BARRA BEM2 TENSÃO FASE-FASE (Fases C - A),0,600,V,,,,
I760ET1120,FREQUENCIA BARRA A SUBESTAÇÃO,55,65,HZ,,,,
I760ET1121,FREQUENCIA BARRA B SUBESTAÇÃO,55,65,HZ,,,,
I760ET3008,POTÊNCIA REATIVA ALTERNADOR,-400,400,Mvar,,,,
I761AT2250,PUREZA HIDROGENIO ALTERNADOR,90,100,%,,94,,
I761AT2251,PUREZA HIDROGÊNIO ALTERNADOR,90,100,%,,94,,
I761AT2350,CONDUTIVIDADE ÁGUA RESFRIAMENTO ESTATOR,0,10,µs/cm,,,2,8
I761AT2351,CONDUTIVIDADE ÁGUA RESFRIAMENTO ESTATOR,0,10,µs/cm,,,2,8
I761ET3015,IMAGEM TÉRMICA ROTOR ALTERNADOR,0,150,°C,,,,
I761FT3353,FLUXO ÁGUA RESFRIAMENTO ESTATOR ENTRADA GERADOR,0,80,m3/h,44,50,60,
I761PT3283,PRESSÃO HIDROGENIO ALTERNADOR,0,600,Kpa,,320,350,
I761TE1006,TEMPERATURA ÁGUA ENTRADA RESFRIADOR 1 HIDROGÊNIO,0,100,°C,,,,
I761TE1007,TEMPERATURA ÁGUA ENTRADA RESFRIADOR 2 HIDROGÊNIO,0,100,°C,,,,
I761TE1013,TEMPERATURA ÁGUA SAÍDA RESFRIADOR 1 HIDROGÊNIO,0,100,°C,,,,
I761TE1014,TEMPERATURA ÁGUA SAÍDA RESFRIADOR 2 HIDROGÊNIO,0,100,°C,,,,
I761TE2061,TEMPERATURA RANHURA  6 ESTATOR,0,100,°C,,,80,
I761TE2062,TEMPERATURA RANHURA 7 ESTATOR,0,100,°C,,,80,
I761TE2063,TEMPERATURA RANHURA 8 ESTATOR,0,100,°C,,,80,
I761TE2064,TEMPERATURA RANHURA 9 ESTATOR,0,100,°C,,,80,
I761TE2065,TEMPERATURA RANHURA 10 ESTATOR,0,100,°C,,,80,
I761TE2066,TEMPERATURA RANHURA 11 ESTATOR,0,100,°C,,,80,
I761TE2067,TEMPERATURA RANHURA 12 ESTATOR,0,100,°C,,,80,
I761TE2068,TEMPERATURA RANHURA 13 ESTATOR,0,100,°C,,,80,
I761TE2069,TEMPERATURA RANHURA 14 ESTATOR,0,100,°C,,,80,
I761TE2070,TEMPERATURA RANHURA 15 ESTATOR,0,100,°C,,,80,
I761TE2071,TEMPERATURA RANHURA 16 ESTATOR,0,100,°C,,,80,
I761TE2072,TEMPERATURA RANHURA 17 ESTATOR,0,100,°C,,,80,
I761TE2073,TEMPERATURA RANHURA 18 ESTATOR,0,100,°C,,,80,
I761TE2074,TEMPERATURA RANHURA 19 ESTATOR,0,100,°C,,,80,
I761TE2075,TEMPERATURA RANHURA 20 ESTATOR,0,100,°C,,,80,
I761TE2076,TEMPERATURA RANHURA 21 ESTATOR,0,100,°C,,,80,
I761TE2077,TEMPERATURA RANHURA 22 ESTATOR,0,100,°C,,,80,
I761TE2078,TEMPERATURA RANHURA 23 ESTATOR,0,100,°C,,,80,
I761TE2079,TEMPERATURA RANHURA 24 ESTATOR,0,100,°C,,,80,
I761TE2080,TEMPERATURA RANHURA 25 ESTATOR,0,100,°C,,,80,
I761TE2081,TEMPERATURA RANHURA 26 ESTATOR,0,100,°C,,,80,
I761TE2082,TEMPERATURA RANHURA 27 ESTATOR,0,100,°C,,,80,
I761TE2083,TEMPERATURA RANHURA 28 ESTATOR,0,100,°C,,,80,
I761TE2084,TEMPERATURA RANHURA 29 ESTATOR,0,100,°C,,,80,
I761TE2085,TEMPERATURA RANHURA 30 ESTATOR,0,100,°C,,,80,
I761TE2086,TEMPERATURA RANHURA 31 ESTATOR,0,100,°C,,,80,
I761TE2087,TEMPERATURA RANHURA 32 ESTATOR,0,100,°C,,,80,
I761TE2088,TEMPERATURA RANHURA 33 ESTATOR,0,100,°C,,,80,
I761TE2089,TEMPERATURA RANHURA 34 ESTATOR,0,100,°C,,,80,
I761TE2090,TEMPERATURA RANHURA 35 ESTATOR,0,100,°C,,,80,
I761TE2091,TEMPERATURA RANHURA 36 ESTATOR,0,100,°C,,,80,
I761TE2092,TEMPERATURA RANHURA 37 ESTATOR,0,100,°C,,,80,
I761TE2093,TEMPERATURA RANHURA 38 ESTATOR,0,100,°C,,,80,
I761TE2094,TEMPERATURA RANHURA 39 ESTATOR,0,100,°C,,,80,
I761TE2095,TEMPERATURA RANHURA 40 ESTATOR,0,100,°C,,,80,
I761TE2096,TEMPERATURA RANHURA 41 ESTATOR,0,100,°C,,,80,
I761TE2097,TEMPERATURA RANHURA 42 ESTATOR,0,100,°C,,,80,
I761TE2098,TEMPERATURA RANHURA 43 ESTATOR,0,100,°C,,,80,
I761TE2100,TEMPERATURA RANHURA 45 ESTATOR,0,100,°C,,,80,
I761TE2102,TEMPERATURA RANHURA 47 ESTATOR,0,100,°C,,,80,
I761TE2103,TEMPERATURA RANHURA 48 ESTATOR,0,100,°C,,,80,
I761TE2104,TEMPERATURA RANHURA 49 ESTATOR,0,100,°C,,,80,
I761TE2105,TEMPERATURA RANHURA 50 ESTATOR,0,100,°C,,,80,
I761TE2106,TEMPERATURA RANHURA 51 ESTATOR,0,100,°C,,,80,
I761TE2107,TEMPERATURA RANHURA 52 ESTATOR,0,100,°C,,,80,
I761TE2108,TEMPERATURA RANHURA 53 ESTATOR,0,100,°C,,,80,
I761TE2127,TEMPERATURA DENTE NUCLEO 55 ESTATOR,0,100,°C,,,80,
I761TE2128,TEMPERATURA INTERLAMINAR NUCLEO 56 ESTATOR,0,100,°C,,,80,
I761TE2129,TEMPERATURA INTERLAMINAR NUCLEO 57 ESTATOR,0,100,°C,,,80,
I761TE2130,TEMPERATURA DENTE NUCLEO 58 ESTATOR,0,100,°C,,,80,
I761TE2131,TEMPERATURA INTERLAMINAR NUCLEO 59 ESTATOR,0,100,°C,,,80,
I761TE2132,TEMPERATURA INTERLAMINAR NUCLEO 60 ESTATOR,0,100,°C,,,80,
I761TE2134,TEMPERATURA INTERLAMINAR NUCLEO 68 ESTATOR,0,100,°C,,,80,
I761TE2135,TEMPERATURA INTERLAMINAR NUCLEO 69 ESTATOR,0,100,°C,,,80,
I761TE2158,TEMPERATURA METAL MANCAL 7 ALTERNADOR,0,150,°C,,,100,104
I761TT3001,TEMP RANHURA 1 ESTATOR ALTERNADOR - FASE U,0,100,°C,,,80,
I761TT3002,TEMP RANHURA 2 ESTATOR ALTERNADOR - FASE V,0,100,°C,,,80,
I761TT3003,TEMP RANHURA 3 ESTATOR ALTERNADOR - FASE W,0,100,°C,,,80,
I761TT3004,TEMP RANHURA 4 ESTATOR ALTERNADOR - FASE U,0,100,°C,,,80,
I761TT3005,TEMP RANHURA 5 ESTATOR ALTERNADOR - FASE V,0,100,°C,,,80,
I761TT3006,TEMP RANHURA 6 ESTATOR ALTERNADOR - FASE W,0,100,°C,,,80,
I761TT3121,TEMP LÂMINAS ESTATOR RANHURA 10 - REGIÃO INTERNA,0,100,°C,,,90,
I761TT3124,TEMP LÂMINAS ESTATOR RANHURA 20 - REGIÃO INTERNA,0,100,°C,,,90,
I761TT3125,TEMP LÂMINAS ESTATOR RANHURA 20 - REGIÃO CENTRAL,0,100,°C,,,90,
I761TT3126,TEMP LÂMINAS ESTATOR RANHURA 20 - REGIÃO EXTERNA,0,100,°C,,,90,
I761TT3139,TEMP HIDROGÊNIO SAÍDA RESFRIADOR ALTERNADOR LD,0,100,°C,,,47,95
I761TT3142,TEMP HIDROGÊNIO SAÍDA RESFRIADOR ALTERNADOR LE,0,100,°C,,,47,95
I761TT3145,TEMP  HIDROGÊNIO ENTRADA RESFRIADOR ALTERNADOR LD,0,100,°C,,,75,95
I761TT3148,TEMP  HIDROGÊNIO ENTRADA RESFRIADOR ALTERNADOR LE,0,100,°C,,,75,95
I761TT3154,TEMP MANCAL 5 ALTERNADOR,0,150,°C,,,99,104
I761TT3156,TEMP MANCAL 6 ALTERNADOR,0,150,°C,,,99,104
I761TT3359,TEMP ÁGUA ESTATOR SAÍDA ALTERNADOR,0,100,°C,,,70,78
I761TT3361,TEMP ÁGUA ESTATOR SAÍDA BUCHA NEUTRO,0,100,°C,,,70,78
I765_TF7_I_BT_BU1_MM1,CORRENTE TF7 LADO BAIXA TENSÃO BU1,0,3000,A,,,,
I765_TF7_I_BT_BU2_MM3,CORRENTE TF7 LADO BAIXA TENSÃO BU2,0,3000,A,,,,
I765_TF7_MAVR_BT_BU1_MM1,POTÊNCIA REATIVA TF7 LADO BAIXA TENSÃO BU1,0,100,Mvar,,,,
I765_TF7_MAVR_BT_BU2_MM3,POTÊNCIA REATIVA TF7 LADO BAIXA TENSÃO BU2,0,100,Mvar,,,,
I765_TF7_MW_BT_BU1_MM1,POTÊNCIA ATIVA TF7 LADO BAIXA TENSÃO BU1,0,30,MW,,,,
I765_TF7_MW_BT_BU2_MM3,POTÊNCIA ATIVA TF7 LADO BAIXA TENSÃO BU2,0,30,MW,,,,
I765_TF7_V_BT_BU1_MM1,TENSÃO TF7 LADO BAIXA TENSÃO BU1,0,8000,V,,,,
I765_TF7_V_BT_BU2_MM3,TENSÃO TF7 LADO BAIXA TENSÃO BU2,0,8000,V,,,,
I765_TF8_BT_I_MM2,CORRENTE TF8 LADO BAIXA TENSÃO,0,4000,A,,,,
I765_TF8_BT_MVAR_MM2,POTÊNCIA REATIVA TF8 LADO BAIXA TENSÃO,0,100,Mvar,,,,
I765_TF8_BT_MW_MM2,POTÊNCIA ATIVA TF8 LADO BAIXA TENSÃO ,0,40,MW,,,,
I765_TF8_BT_V_MM2,TENSÃO TF8 LADO BAIXA TENSÃO ,0,8000,V,,,,
I770AE3001,CONDUTIVIDADE ENTRADA POLIDORA,0,10,µS/cm,,"3,5",6,
I770AE3011,CONDUTIVIDADE CATIÔNICA SAÍDA POLIDORA,0,"0,6",µS/cm,,,"0,1",
I770AE3012,SÓDIO SAIDA POLIDORA,0,10,ppb,,,,
I770AE3031,PH DRENOS AQUECEDORES AP,5,12,pH,8,"8,8","9,6",
I770AE3041,PH SAÍDA TQ. ÁGUA ALIMENTAÇÃO,5,12,pH,8,"8,8","9,6",
I770AE3042,O2 DISSOLVIDO SAIDA TQ. ALIMENTAÇÃO,0,25,ppb,,,20,
I770AE3091,OXIGËNIO DISSOLVIDO CICLO TÉRMICO,0,25,ppb,,,20,
I770AE3101,CONDUTIVIDADE VAPOR ENTRADA TURBINA,0,"2,5",µS/cm,,,"0,18","0,2"
I770AT3071,CONDUTIVIDADE DRENO SAÍDA AQUECEDORES AP,0,"2,5",µS/cm,,,"0,2",
I770AT3081,CONDUTIVIDADE DESCARGA BOMBA ALIMENTAÇÃO,0,"2,5",µS/cm,,,"0,2",
I770AT3111,CONDUTIVIDADE DRENO DESCARGA BOMBA BP3,0,10,µS/cm,,,6,
I783ET1001,CORRENTE MOTOR BBA 1 ÁGUA CIRCULAÇÃO,0,200,A,,,108,
I783ET1002,CORRENTE MOTOR BBA 2 ÁGUA CIRCULAÇÃO,0,200,A,,,108,
I783ET1003,CORRENTE MOTOR BBA 3 ÁGUA CIRCULAÇÃO,0,200,A,,,108,
I783LT1001,NÍVEL POÇO BOMBA CIRCULAÇÃO,"2,8","8,2",m,6,"6,5",,
I783PT1001,PRESSÃO ÁGUA CIRCULAÇÃO,0,4,bar,,"1,3","2,1",
I783TE1001,TEMP ÁGUA ENTRADA TORRE RESFRIAMENTO,0,60,°C,,,,
I783TE1043,TEMP ÁGUA SAÍDA CÂMARA 1 CONDENSADOR,0,60,°C,,,,
I783TE1048,TEMP ÁGUA SAÍDA CÂMARA 2 CONDENSADOR,0,60,°C,,,,
I783TE1101,TEMP MANCAL LNA MOTOR BOMBA CIRCULAÇÃO 1,0,150,°C,,,80,90
I783TE1102,TEMP MANCAL LA MOTOR BOMBA CIRCULAÇÃO 1,0,150,°C,,,80,90
I783TE1103,TEMP MANCAL ESCORA BOMBA CIRCULAÇÃO 1,0,150,°C,,,80,90
I783TE1106,TEMP ENROLAMENTO MOTOR BOMBA CIRCULAÇÃO 1,0,200,°C,,,110,
I783TE1111,TEMP MANCAL LNA MOTOR BOMBA CIRCULAÇÃO 2,0,150,°C,,,80,90
I783TE1112,TEMP MANCAL LA MOTOR BOMBA CIRCULAÇÃO 2,0,150,°C,,,80,90
I783TE1113,TEMP MANCAL ESCORA BOMBA CIRCULAÇÃO 2,0,150,°C,,,80,90
I783TE1116,TEMP ENROLAMENTO MOTOR BOMBA CIRCULAÇÃO 2,0,200,°C,,,110,
I783TE1121,TEMP MANCAL LNA MOTOR BOMBA CIRCULAÇÃO 3,0,150,°C,,,80,90
I783TE1122,TEMP MANCAL LA MOTOR BOMBA CIRCULAÇÃO 3,0,150,°C,,,80,90
I783TE1123,TEMP MANCAL ESCORA BOMBA CIRCULAÇÃO 3,0,150,°C,,,80,90
I783TE1126,TEMP ENROLAMENTO MOTOR BOMBA CIRCULAÇÃO 3,0,200,°C,,,110,
I783TT3030,TEMP DESCARGA BOMBAS ÁGUA CIRCULAÇÃO,0,50,°C,,,,
I783VT1101,VIBRAÇÃO MANCAL LA X MOTOR BOMBA 1 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT1102,VIBRAÇÃO MANCAL LA Y MOTOR BOMBA 1 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT1103,VIBRAÇÃO MANCAL LNA X MOTOR BOMBA 1 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT1104,VIBRAÇÃO MANCAL LNA Y MOTOR BOMBA 1 AGUA CIRCULAÇÃO,8,40,? Pk-Pk,,,,
I783VT1105,VIBRAÇÃO MANCAL LA X BOMBA 1 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT1106,VIBRAÇÃO MANCAL LA Y BOMBA 1 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT2101,VIBRAÇÃO MANCAL LA X MOTOR BOMBA 2 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT2102,VIBRAÇÃO MANCAL LA Y MOTOR BOMBA 2 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT2103,VIBRAÇÃO MANCAL LNA X MOTOR BOMBA 2 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT2104,VIBRAÇÃO MANCAL LNA Y MOTOR BOMBA 2 AGUA CIRCULAÇÃO,8,40,? Pk-Pk,,,,
I783VT2105,VIBRAÇÃO MANCAL LA X BOMBA 2 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT2106,VIBRAÇÃO MANCAL LA Y BOMBA 2 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT3101,VIBRAÇÃO MANCAL LA X MOTOR BOMBA 3 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT3102,VIBRAÇÃO MANCAL LA Y MOTOR BOMBA 3 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT3103,VIBRAÇÃO MANCAL LNA X MOTOR BOMBA 3 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT3104,VIBRAÇÃO MANCAL LNA Y MOTOR BOMBA 3 AGUA CIRCULAÇÃO,8,40,? Pk-Pk,,,,
I783VT3105,VIBRAÇÃO MANCAL LA X BOMBA 3 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VT3106,VIBRAÇÃO MANCAL LA Y BOMBA 3 AGUA CIRCULAÇÃO,8,40,mm/seg Pk-Pk,,,,
I783VTA1101,VIBRAÇÃO MANCAL LA X MOTOR BOMBA 1 AGUA CIRCULAÇÃO,,,,,,,
I783VTA1102,VIBRAÇÃO MANCAL LA Y MOTOR BOMBA 1 AGUA CIRCULAÇÃO,,,,,,,
I783VTA1103,VIBRAÇÃO MANCAL LNA X MOTOR BOMBA 1 AGUA CIRCULAÇÃO,,,,,,,
I783VTA1104,VIBRAÇÃO MANCAL LNA Y MOTOR BOMBA 1 AGUA CIRCULAÇÃO,,,,,,,
I783VTA1105,VIBRAÇÃO MANCAL LA X BOMBA 1 AGUA CIRCULAÇÃO,,,,,,,
I783VTA1106,VIBRAÇÃO MANCAL LA Y BOMBA 1 AGUA CIRCULAÇÃO,,,,,,,
I783VTA2101,VIBRAÇÃO MANCAL LA X MOTOR BOMBA 2 AGUA CIRCULAÇÃO,,,,,,,
I783VTA2102,VIBRAÇÃO MANCAL LA Y MOTOR BOMBA 2 AGUA CIRCULAÇÃO,,,,,,,
I783VTA2103,VIBRAÇÃO MANCAL LNA X MOTOR BOMBA 2 AGUA CIRCULAÇÃO,,,,,,,
I783VTA2104,VIBRAÇÃO MANCAL LNA Y MOTOR BOMBA 2 AGUA CIRCULAÇÃO,,,,,,,
