TAG,DESCRICAO,Min,Max,UNIDADE,LL,L,H,HH
I730TT3068,TEMP METAL CARCAÇA INFERIOR EXAUSTÃO TURBINA BP - LG,0,150,°C,,,80,110
I730TT3070,TEMP METAL CARCAÇA SUPERIOR TURBINA BP - EXTRAÇÃO BP1 LG,0,300,°C,,,230,
I730TT3072,TEMP METAL CARCAÇA SUPERIOR TURBINA BP - EXTRAÇÃO BP1 LG,0,300,°C,,,230,
I730TT3074,TEMP METAL CARCAÇA SUPERIOR TURBINA BP - EXTRAÇÃO BP1 LT,0,300,°C,,,230,
I730TT3076,TEMP METAL CARCAÇA SUPERIOR TURBINA BP -EXTRAÇÃO BP1 LT,0,300,°C,,,230,
I730ZDT4001,EXPANSÃO DIFERENCIAL TURBINA AP/MP,-8,12,mm,,"-4,6","9,7",
I730ZDT4002,EXPANSÃO DIFERENCIAL TURBINA BP,-8,17,mm,,"-6,3","12,5",
I730ZT4001,EXPANSÃO ABSOLUTA TURBINA,0,40,mm,,,,
I730ZT4002,EXCENTRICIDADE TURBINA,0,300,µm,,,,
I730ZT4003,DESGASTE MANCAL ESCORA TURBINA,-2,2,mm,"-0,9","-0,5","0,5","0,9"
I730ZT4004,DESGASTE MANCAL ESCORA TURBINA,-2,2,mm,,,,
I730ZT4005,DESGASTE MANCAL ESCORA TURBINA,-2,2,mm,,,,
I731DTT3015,TEMP DIFERENCIAL METAL TUBULÃO VAPOR SH LADO ESQUERDO,-100,100,°C,,,,
I731FY3002,VAZÃO VAPOR SH SAÍDA CALDEIRA LADO ESQUERDO,0,600,t/h,,,,
I731FY3004,VAZÃO VAPOR SH SAÍDA CALDEIRA LADO DIREITO,0,600,t/h,,,,
I731FY3005,VAZÃO TOTAL VAPOR SH SAÍDA CALDEIRA,0,1200,t/h,,,,
I731PT3007,PRESSÃO VAPOR SH SAÍDA CALDEIRA LADO DIREITO,0,250,bar,,,190,198
I731PT3008,PRESSÃO VAPOR SH SAÍDA CALDEIRA LADO DIREITO,0,250,bar,,,190,198
I731PT3009,PRESSÃO VAPOR SH SAÍDA CALDEIRA LADO DIREITO,0,250,bar,,,190,198
I731PT3012,PRESSÃO VAPOR SH TUBULÃO LADO ESQUERDO,0,250,bar,,,,
I731PT3013,PRESSÃO VAPOR SH TUBULÃO LADO DIREITO,0,250,bar,,,,
I731PT3015,PRESSÃO VAPOR SH ENTRADA TURBINA AP,0,250,bar,,,180,
I731PT3061,PRESSÃO VAPOR RH ENTRADA TURBINA MP,0,70,bar,,,45,
I731PT4810,PRESSÃO FLUIDO HIDRÁULICO CONTROLE TURBINA,0,140,bar,76,91,,
I731TT3004,TEMP VAPOR SH SAÍDA CALDEIRA LADO ESQUERDO,50,600,°C,,530,545,
I731TT3010,TEMP VAPOR SH SAÍDA CALDEIRA LADO DIREITO,50,600,°C,,530,545,
I731TT3019,TEMP VAPOR SH ENTRADA  TURBINA AP - LE CALDEIRA,50,600,°C,,450,,
I731TT3024,TEMP VAPOR SH ENTRADA TURBINA AP - LD CALDEIRA,50,600,°C,,450,,
I731TT3030,TEMP VAPOR APÓS BYPASS AP LADO ESQUERDO,50,600,°C,,,390,
I731TT3034,TEMP VAPOR APÓS BYPASS AP LADO DIREITO,50,600,°C,,,390,
I731TT3039,TEMP VAPOR RH FRIO SAÍDA TURBINA AP LADO ESQUERDO,50,400,°C,,,,
I731TT3040,TEMP VAPOR RH FRIO SAÍDA TURBINA AP LADO DIREITO,50,400,°C,,,,
I731TT3051,TEMP VAPOR RH QUENTE SAÍDA CALDEIRA LD,50,600,°C,,530,545,
I731TT3057,TEMP VAPOR RH QUENTE SAÍDA CALDEIRA LE,50,600,°C,,530,545,
I731TT3065,TEMP VAPOR RH ENTRADA TURBINA MP - LE CALDEIRA,50,600,°C,,,,
I731TT3069,TEMPERATURA VAPOR RH QUENTE ENTRADA TMP,50,600,°C,,,,
I731ZT4741,POSIÇÃO  MÉDIA VVS PARCIALIZADORAS,0,100,%,,,,
I732PT3001,PRESSÃO PRIMEIRO ESTÁGIO TURBINA ALTA PRESSÃO,0,250,bar,,,,
I734PT4009,PRESSÃO ÓLEO LUBRIFICAÇÃO TURBINA,0,7,bar,"1,9","2,1",,
I734TE4003,TEMP ÓLEO LUBRIFICAÇÃO TURBINA ENTRADA RESFRIADORES,0,150,°C,,,,
I734TE4007,TEMP ÓLEO LUBRIFICAÇÃO TURBINA SAÍDA RESFRIADORES,0,150,°C,32,42,"49,5",
I734TE4108,TEMP METAL SUPERIOR MANCAL ESCORA FACE ATIVA,0,150,°C,,,82,
I734TE4110,TEMP METAL SUPERIOR MANCAL ESCORA FACE ATIVA,0,150,°C,,,82,
I734TE4112,TEMP METAL INFERIOR MANCAL ESCORA FACE ATIVA,0,150,°C,,,82,
I734TE4114,TEMP METAL INFERIOR MANCAL ESCORA FACE ATIVA,0,150,°C,,,82,
I734TE4116,TEMP METAL SUPERIOR MANCAL ESCORA FACE INATIVA,0,150,°C,,,82,
I734TE4118,TEMP METAL SUPERIOR MANCAL ESCORA FACE INATIVA,0,150,°C,,,82,
I734TE4120,TEMP METAL MANCAL 1 TURBINA,0,150,°C,,,100,
I734TE4122,TEMP METAL MANCAL 1 TURBINA,0,150,°C,,,100,
I734TE4124,TEMP METAL MANCAL 2 TURBINA,0,150,°C,,,100,
I734TE4126,TEMP METAL MANCAL 2 TURBINA,0,150,°C,,,100,
I734TE4128,TEMP METAL MANCAL 3 TURBINA,0,150,°C,,,100,
I734TE4130,TEMP METAL MANCAL 4 TURBINA,0,150,°C,,,100,
I734TE4132,TEMP ÓLEO MANCAL ESCORA FACE ATIVA,0,150,°C,,,68,
I734TE4134,TEMP ÓLEO MANCAL ESCORA FACE INATIVA,0,150,°C,,,68,
I734TE4136,TEMP ÓLEO DESCARGA MANCAL 1 TURBINA,0,150,°C,,,71,
I734TE4138,TEMP ÓLEO DESCARGA MANCAL 2 TURBINA,0,150,°C,,,71,
I734TE4140,TEMP ÓLEO DESCARGA MANCAL 3 TURBINA,0,150,°C,,,71,
I734TE4142,TEMP ÓLEO DESCARGA MANCAL 4 TURBINA,0,150,°C,,,71,
I735LT3002,NÍVEL CONDENSADOR,100,1100,mm,300,400,900,1000
I735PT3003,PRESSÃO CONDENSADOR,0,"0,5",bara,,"0,04","0,16","0,254"
I737PT3005,PRESSÃO VAPOR SELAGEM TURBINA,1,3,bara,,"1,11",,
I737TT3001,TEMPERATURA VAPOR SELAGEM TURBINA,50,400,°C,,,380,
I742ET1001,CORRENTE MOTOR BBA CONDENSADO 1,0,200,A,,,120,
I742ET1002,CORRENTE MOTOR BBA CONDENSADO 2,0,200,A,,,120,
I742FY3002,FLUXO CONDENSADO DE BAIXA PRESSÃO,0,1000,m³/h,150,350,,
I742TE1037,TEMP MANCAL ESCORA BOMBA CONDENSADO 1,0,150,°C,,,80,90
I742TE1039,TEMP MANCAL ESCORA BOMBA CONDENSADO 2,0,150,°C,,,80,90
I742TE1041,TEMP MANCAL INFERIOR MOTOR BOMBA CONDENSADO 1,0,150,°C,,,80,90
I742TE1043,TEMP MANCAL INFERIOR MOTOR BOMBA CONDENSADO 2,0,150,°C,,,80,90
I742TE1047,TEMP MANCAL SUPERIOR MOTOR BOMBA CONDENSADO 1,0,150,°C,,,80,90
I742TE1049,TEMP MANCAL SUPERIOR MOTOR BOMBA CONDENSADO 2,0,150,°C,,,80,90
I742TE1050,TEMP ENROLAMENTO MOTOR BOMBA CONDENSADO 1,0,200,°C,,,110,
I742TE1055,TEMP ENROLAMENTO MOTOR BOMBA CONDENSADO 2,0,200,°C,,,110,
I742TE3020,TEMP CONDENSADO ENTRADA CVE/CVS,0,90,°C,,,,
I742TE3027,TEMP CONDENSADO SAÍDA CVE/CVS,0,90,°C,,,,
I742TT3001,TEMP CONDENSADO ENTRADA POLIDORA,0,100,°C,,,55,
I742TT3004,TEMPERATURA CONDENSADO SAÍDA RESFR. EMERGÊNCIA,0,100,°C,,,44,
I744CT5001,CONDUTIVIDADE SAÍDA POLIDOR 1,0,"0,6",µS/cm,,,"0,1",
I744CT5002,CONDUTIVIDADE SAÍDA POLIDOR 2,0,"0,6",µS/cm,,,"0,1",
I744DPT5004,PRESSÃO DIFERENCIAL POLIDOR 1,0,6,bar,,,,
I744DPT5005,PRESSÃO DIFERENCIAL POLIDOR 2,0,6,bar,,,,
I744FT5001,VAZÃO CONDENSADO SAÍDA POLIDORA,0,1000,m³/h,,,,
I745PT3002,PRESSÃO VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP4,0,10,bara,,,,
I745PT3006,PRESSÃO VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP3,0,"2,5",bara,,,,
I745TE3202,TEMP DRENOS AQUECEDOR BP4,0,150,°C,,,,
I745TE3204,TEMP DRENOS AQUECEDOR BP3,0,150,°C,,,,
I745TE3205,TEMP DRENOS AQUECEDOR BP2,0,100,°C,,,,
I745TE3207,TEMP DRENOS AQUECEDOR BP1,0,70,°C,,,,
I745TT3001,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP4,50,350,°C,,,,
I745TT3002,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP3,50,350,°C,,,,
I745TT3005,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP1,0,100,°C,,,,
I745TT3006,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP1,0,100,°C,,,,
I745TT3007,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP2,50,150,°C,,,,
I745TT3008,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP2,50,150,°C,,,,
I745TT3009,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP1,0,100,°C,,,,
I745TT3010,TEMP VAPOR EXTRAÇÃO TURBINA BP - AQUECEDOR BP1,0,100,°C,,,,
I747FY3011,VAZÃO CONDENSADO ENTRADA DESAERADOR,0,1100,t/h,,,,
I747TE3001,TEMP CONDENSADO ENTRADA AQUECEDOR BP1,0,90,°C,,,,
I747TE3013,TEMP CONDENSADO SAÍDA AQUECEDOR BP1,0,150,°C,,,,
I747TE3016,TEMP CONDENSADO SAÍDA AQUECEDOR BP2,0,150,°C,,,,
I747TE3019,TEMP CONDENSADO SAÍDA AQUECEDOR BP3,0,150,°C,,,,
I747TT3022,TEMP CONDENSADO SAÍDA AQUECEDOR BP4,50,170,°C,,,,
I748FT1001,FLUXO DE REPOSIÇÃO DE CONDENSADO,0,40,m³/h,,,,
I752LT3101,NÍVEL TANQUE ALIMENTAÇÃO,300,3300,mm,1100,1500,2570,2800
I752PT3001,PRESSÃO VAPOR EXTRAÇÃO TURBINA - DESAERADOR,0,15,bar,,,,
I752PT3003,PRESSÃO TANQUE ALIMENTAÇÃO,0,15,bar,,,11,
I752TT3001,TEMP VAPOR EXTRAÇÃO TURBINA - DESAERADOR,50,400,°C,,,,
I752TT3100,TEMP TANQUE ALIMENTAÇÃO,50,250,°C,,,,
I753ET1001,CORRENTE MOTOR BBA 1 ÁGUA ALIMENTAÇÃO,0,1500,A,,,790,
I753ET1101,CORRENTE MOTOR BBA 2 ÁGUA ALIMENTAÇÃO,0,1500,A,,,790,
I753ET1201_1,CORRENTE MOTOR BBA 3 ÁGUA ALIMENTAÇÃO DO BU1,0,1500,A,,,790,
I753ET1201_2,CORRENTE MOTOR BBA 3 ÁGUA ALIMENTAÇÃO DO BU2,0,1500,A,,,790,
I753FT3001,VAZÃO ÁGUA BOMBA ALIMENTAÇÃO 1,0,850,m³/h,,,,
I753FT3101,VAZÃO ÁGUA BOMBA ALIMENTAÇÃO 2,0,850,m³/h,,,,
I753FT3201,VAZÃO ÁGUA BOMBA ALIMENTAÇÃO 3,0,850,m³/h,,,,
I753PT3002,PRESSÃO ADMISSÃO BOMBA BOOSTER 1 ÁGUA ALIMENTAÇÃO,0,15,bar,,,,
I753PT3102,PRESSÃO ADMISSÃO BOMBA BOOSTER 2 ÁGUA ALIMENTAÇÃO,0,15,bar,,,,
I753PT3202,PRESSÃO ADMISSÃO BOMBA BOOSTER 3 ÁGUA ALIMENTAÇÃO,0,15,bar,,,,
I753ST3010,VELOCIDADE BOMBA ALIMENTAÇÃO 1,2000,7000,rpm,,,,
I753ST3110,VELOCIDADE BOMBA ALIMENTAÇÃO 2,2000,7000,rpm,,,,
I753ST3210,VELOCIDADE BOMBA ALIMENTAÇÃO 3,2000,7000,rpm,,,,
I753TE1040,TEMP ÓLEO MANCAL LADO BOMBA MOTOR BOMBA ALIMENTAÇÃO 1,0,150,°C,,,80,90
I753TE1042,TEMP ÓLEO MANCAL LADO VOITH MOTOR BOMBA ALIMENTAÇÃO 1,0,150,°C,,,80,90
I753TE1051,TEMP ENROLAMENTO MOTOR BOMBA ALIMENTAÇÃO 1,0,200,°C,,,110,
I753TE1140,TEMP ÓLEO MANCAL LADO BOMBA MOTOR BOMBA ALIMENTAÇÃO 2,0,150,°C,,,80,90
I753TE1142,TEMP ÓLEO MANCAL LADO VOITH MOTOR BOMBA ALIMENTAÇÃO 2,0,150,°C,,,80,90
I753TE1151,TEMP ENROLAMENTO MOTOR BOMBA ALIMENTAÇÃO 2,0,200,°C,,,110,
I753TE1240,TEMP ÓLEO MANCAL LADO BOMBA MOTOR BOMBA ALIMENTAÇÃO 3,0,150,°C,,,80,90
I753TE1242,TEMP ÓLEO MANCAL LADO VOITH MOTOR BOMBA ALIMENTAÇÃO  3,0,150,°C,,,80,90
I753TE1251,TEMP ENROLAMENTO MOTOR BOMBA ALIMENTAÇÃO 3,0,200,°C,,,110,
I753TE2020,TEMP ÓLEO MANCAL ESCORA BOMBA BOOSTER 1,0,150,°C,,,60,70
I753TE2022,TEMP ÓLEO DESCARGA MANCAL LNA BOMBA BOOSTER 1,0,150,°C,,,60,70
I753TE2024,TEMP ÓLEO DESCARGA MANCAL LA BOMBA BOOSTER 1,0,150,°C,,,60,70
I753TE2030,TEMP ÓLEO MANCAL LA BOMBA ALIMENTAÇÃO 1,0,150,°C,,,70,80
I753TE2032,TEMP ÓLEO MANCAL LNA BOMBA ALIMENTAÇÃO 1,0,150,°C,,,70,80
I753TE2034,TEMP METAL MANCAL ESCORA BOMBA ALIMENTAÇÃO 1,0,150,°C,,,85,95
I753TE2036,TEMP METAL MANCAL ESCORA BOMBA ALIMENTAÇÃO 1,0,150,°C,,,85,100
I753TE2038,TEMP ÓLEO MANCAL ESCORA BOMBA ALIMENTAÇÃO 1,0,150,°C,,,70,80
I753TE2091,TEMP METAL SUPERIOR BOMBA ALIMENTAÇÃO 1,0,200,°C,,,,
I753TE2120,TEMP ÓLEO MANCAL ESCORA BOMBA BOOSTER 2,0,150,°C,,,60,70
I753TE2122,TEMP ÓLEO DESCARGA MANCAL LNA BOMBA BOOSTER 2,0,150,°C,,,60,70
I753TE2124,TEMP ÓLEO DESCARGA MANCAL LA BOMBA BOOSTER 2,0,150,°C,,,60,70
I753TE2130,TEMP ÓLEO MANCAL LA BOMBA ALIMENTAÇÃO 2,0,150,°C,,,70,80
I753TE2132,TEMP ÓLEO MANCAL LNA BOMBA ALIMENTAÇÃO 2,0,150,°C,,,70,80
I753TE2134,TEMP METAL MANCAL ESCORA BOMBA ALIMENTAÇÃO 2,0,150,°C,,,85,95
I753TE2136,TEMP METAL MANCAL ESCORA BOMBA ALIMENTAÇÃO 2,0,150,°C,,,85,100
I753TE2138,TEMP ÓLEO MANCAL ESCORA BOMBA ALIMENTAÇÃO 2,0,150,°C,,,70,80
I753TE2191,TEMP METAL SUPERIOR BOMBA ALIMENTAÇÃO 2,0,200,°C,,,,
I753TE2220,TEMP ÓLEO MANCAL ESCORA BOMBA BOOSTER 3,0,150,°C,,,60,70
I753TE2222,TEMP ÓLEO DESC MANCAL LNA BOMBA BOOSTER 3,0,150,°C,,,60,70
I753TE2224,TEMP ÓLEO DESC MANCAL LA BOMBA BOOSTER 3,0,150,°C,,,60,70
I753TE2230,TEMP ÓLEO MANCAL LA BOMBA ALIMENTAÇÃO 3,0,150,°C,,,70,80
I753TE2232,TEMP ÓLEO MANCAL LNA BOMBA ALIMENTAÇÃO 3,0,150,°C,,,70,80
I753TE2234,TEMP METAL MANCAL ESCORA BOMBA ALIMENTAÇÃO 3,0,150,°C,,,85,95
I753TE2236,TEMP METAL MANCAL ESCORA BOMBA ALIMENTAÇÃO 3,0,150,°C,,,85,100
I753TE2238,TEMP ÓLEO MANCAL ESCORA BOMBA ALIMENTAÇÃO  3,0,150,°C,,,70,80
I753TE2291,TEMP METAL SUPERIOR BOMBA ALIMENTAÇÃO 3,0,200,°C,,,,
I753TE3060,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO ACIONADOR LADO MOTOR,0,150,°C,,,90,95
I753TE3062,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO ACIONADOR LADO VOITH,0,150,°C,,,90,95
I753TE3064,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO PRIMÁRIO MANCAL ESCORA ,0,150,°C,,,90,95
I753TE3066,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO PRIM LADO MANCAL ESCORA,0,150,°C,,,90,95
I753TE3068,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO PRIM LADO RODA PRIMÁRIA,0,150,°C,,,90,95
I753TE3070,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO SAÍDA LADO RODA SEC,0,150,°C,,,90,95
I753TE3072,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO SAÍDA LADO MANCAL ESCORA,0,150,°C,,,90,95
I753TE3074,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO SAÍDA MANCAL ESCORA,0,150,°C,,,90,95
I753TE3076,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO ACIONADO LADO VOITH,0,150,°C,,,90,95
I753TE3078,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 1 EIXO ACIONADO LADO BOMBA,0,150,°C,,,90,95
I753TE3160,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADOR LADO MOTOR,0,150,°C,,,90,95
I753TE3162,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADOR LADO VOITH,0,150,°C,,,90,95
I753TE3164,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO PRIMÁRIO MANCAL ESCORA ,0,150,°C,,,90,95
I753TE3166,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO PRIM LADO MANCAL ESCORA,0,150,°C,,,90,95
I753TE3168,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO PRIM LADO RODA PRIMÁRIA,0,150,°C,,,90,95
I753TE3170,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO SAÍDA LADO RODA SEC,0,150,°C,,,90,95
I753TE3172,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO SAÍDA LADO MANCAL ESCORA,0,150,°C,,,90,95
I753TE3174,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO SAÍDA MANCAL ESCORA,0,150,°C,,,90,95
I753TE3176,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADO LADO VOITH,0,150,°C,,,90,95
I753TE3178,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 2 EIXO ACIONADO LADO BOMBA,0,150,°C,,,90,95
I753TE3260,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADOR LADO MOTOR,0,150,°C,,,90,95
I753TE3262,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADOR LADO VOITH,0,150,°C,,,90,95
I753TE3264,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO PRIMÁRIO MANCAL ESCORA ,0,150,°C,,,90,95
I753TE3266,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO PRIM LADO MANCAL ESCORA,0,150,°C,,,90,95
I753TE3268,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO PRIM LADO RODA PRIMÁRIA,0,150,°C,,,90,95
I753TE3270,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO SAÍDA LADO RODA SEC,0,150,°C,,,90,95
I753TE3272,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO SAÍDA LADO MANCAL ESCORA,0,150,°C,,,90,95
I753TE3274,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO SAÍDA MANCAL ESCORA,0,150,°C,,,90,95
I753TE3276,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADO LADO VOITH,0,150,°C,,,90,95
I753TE3278,TEMP MANCAL VOITH BOMBA ALIMENTAÇÃO 3 EIXO ACIONADO LADO BOMBA,0,150,°C,,,90,95
I753TT2001,TEMPERATURA ADMISSÃO BOMBA BOOSTER 1 ÁGUA ALIMENTAÇÃO,0,200,°C,,,,
I753TT2101,TEMPERATURA ADMISSÃO BOMBA BOOSTER 2 ÁGUA ALIMENTAÇÃO,0,200,°C,,,,
I753TT2201,TEMPERATURA ADMISSÃO BOMBA BOOSTER 3 ÁGUA ALIMENTAÇÃO,0,200,°C,,,,
I753TT3010,TEMP ÁGUA SELAGEM LNA BOMBA ALIMENTAÇÃO 1,0,200,°C,,,70,80
I753TT3015,TEMP ÁGUA SELAGEM LA BOMBA ALIMENTAÇÃO 1,0,200,°C,,,70,80
I753TT3081,TEMP ÓLEO SERVIÇO ENTRADA RESFRIADOR BOMBA ALIMENTAÇÃO 1,50,150,°C,,,110,130
I753TT3085,TEMP ÓLEO LUBRIFICAÇÃO ENTRADA RESFRIADOR BOMBA ALIMENTAÇÃO 1,0,100,°C,,,65,70
I753TT3110,TEMP ÁGUA SELAGEM LNA BOMBA ALIMENTAÇÃO 2,0,200,°C,,,70,80
I753TT3115,TEMP ÁGUA SELAGEM LA BOMBA ALIMENTAÇÃO 2,0,200,°C,,,70,80
I753TT3181,TEMP ÓLEO REGULAÇÃO ENTRADA  RESFRIADOR BOMBA ALIMENTAÇÃO 2,50,150,°C,,,110,130
I753TT3185,TEMP ÓLEO LUBRIFICAÇÃO ENTRADA RESFRIADOR BOMBA ALIMENTAÇÃO 2,0,100,°C,,,65,70
I753TT3210,TEMP ÁGUA SELAGEM LNA BOMBA ALIMENTAÇÃO 3,0,200,°C,,,70,80
I753TT3215,TEMP ÁGUA SELAGEM LA BOMBA ALIMENTAÇÃO 3,0,200,°C,,,70,80
I753TT3281,TEMP ÓLEO REGULAÇÃO ENTRADA RESFRIADOR BOMBA ALIMENTAÇÃO 3,50,150,°C,,,110,130
I753TT3285,TEMP ÓLEO LUBRIFICAÇÃO ENTRADA RESFRIADOR BOMBA ALIMENTAÇÃO 3,0,100,°C,,,65,70
I753VT1101,VIBRAÇÃO MANCAL LA H BOMBA 1 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1102,VIBRAÇÃO MANCAL LA V BOMBA 1 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1103,VIBRAÇÃO MANCAL LNA H BOMBA 1 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1104,VIBRAÇÃO MANCAL LNA V BOMBA 1 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1201,VIBRAÇÃO MANCAL LA H BOMBA 2 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1202,VIBRAÇÃO MANCAL LA V BOMBA 2 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1203,VIBRAÇÃO MANCAL LNA H BOMBA 2 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1204,VIBRAÇÃO MANCAL LNA V BOMBA 2 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1301,VIBRAÇÃO MANCAL LA H BOMBA 3 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1302,VIBRAÇÃO MANCAL LA V BOMBA 3 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1303,VIBRAÇÃO MANCAL LNA H BOMBA 3 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VT1304,VIBRAÇÃO MANCAL LNA V BOMBA 3 AGUA ALIMENTAÇÃO,8,40,mm/seg RMS,,,,
I753VTA1101,VIBRAÇÃO MANCAL LA H BOMBA 1 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1102,VIBRAÇÃO MANCAL LA V BOMBA 1 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1103,VIBRAÇÃO MANCAL LNA H BOMBA 1 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1104,VIBRAÇÃO MANCAL LNA V BOMBA 1 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1201,VIBRAÇÃO MANCAL LA H BOMBA 2 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1202,VIBRAÇÃO MANCAL LA V BOMBA 2 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1203,VIBRAÇÃO MANCAL LNA H BOMBA 2 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1204,VIBRAÇÃO MANCAL LNA V BOMBA 2 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1301,VIBRAÇÃO MANCAL LA H BOMBA 3 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1302,VIBRAÇÃO MANCAL LA V BOMBA 3 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1303,VIBRAÇÃO MANCAL LNA H BOMBA 3 AGUA ALIMENTAÇÃO,,,,,,,
I753VTA1304,VIBRAÇÃO MANCAL LNA V BOMBA 3 AGUA ALIMENTAÇÃO,,,,,,,
I754PT3002,PRESSÃO VAPOR RH FRIO - AQUECEDOR AP2,0,50,bar,,,,
I754PT3005,PRESSÃO VAPOR EXTR TURBINA MP - AQUECEDOR AP1,0,30,bar,,,,
I754TE3202,TEMP DRENOS AQUECEDOR AP2/1,0,300,°C,,,,
I754TE3204,TEMP DRENOS AQUECEDOR AP2/2,0,300,°C,,,,
I754TE3206,TEMP DRENOS AQUECEDOR AP1/1,0,300,°C,,,,
I754TE3208,TEMP DRENOS AQUECEDOR AP1/2,0,300,°C,,,,
I754TT3001,TEMP VAPOR RH FRIO - AQUECEDOR AP2,50,400,°C,,,,
I754TT3005,TEMP VAPOR EXTRAÇÃO TURBINA MP - AQUECEDOR AP1,50,600,°C,,,,
I755DPY3035,PRESSÃO DIFERENCIAL ÁGUA ALIMENTAÇÃO/SH1A,0,100,bar,,,,
I755FY3002,VAZÃO ÁGUA ENTRADA ECONOMIZADOR,0,1300,t/h,310,350,,
I755PT3031,PRESSÃO ÁGUA SAÍDA BOMBAS ALIMENTAÇÃO,0,400,bar,,80,,
I755PT3040,PRESSÃO ÁGUA ENTRADA ECONOMIZADOR,0,400,bar,,,,
I755TE3012,TEMP ÁGUA SAÍDA AQUECEDOR AP1/1,0,250,°C,,,,
I755TE3013,TEMP ÁGUA SAÍDA AQUECEDOR AP2/1,0,300,°C,,,,
I755TE3022,TEMP ÁGUA SAÍDA AQUECEDOR AP1/2,0,250,°C,,,,
I755TE3023,TEMP ÁGUA SAÍDA AQUECEDOR AP2/2,0,250,°C,,,,
I755TT3001,TEMP ÁGUA SAÍDA BOMBAS ALIMENTAÇÃO,50,400,°C,,,,
